Name,Card Type,Type,Set,Image,Rarity
Magearna,Pokemon,Metal,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/128/high.png,Rare
Fire Energy,Energy,,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/128/high.png,Common
Electabuzz,Pokemon,Lightning,Platinum,https://assets.tcgdex.net/en/pl/pl1/128/high.png,Rare
Yanma,Pokemon,Grass,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/128/high.png,Common
Fighting Energy,Energy,,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/128/high.png,Common
Drampa V,Pokemon,Colorless,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/128/high.png,Holo Rare V
Switch,Trainer,,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/128/high.png,Common
Galarian Stunfisk V,Pokemon,Metal,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/128/high.png,Holo Rare V
Energy Search,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/128/high.png,Common
Energy Search,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/128/high.png,Common
Metal Cube 01,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/129/high.png,Uncommon
Miracle Sphere Alpha,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/129/high.png,Uncommon
Shellder,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/129/high.png,Common
Spiritomb,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/129/high.png,Uncommon
Magikarp,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/129/high.png,Common
Dudunsparce,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/129/high.png,Rare
Paldean Clodsire,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/129/high.png,Uncommon
Arctibax,Pokemon,Water,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/129/high.png,Shiny rare
Paldean Wooper,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/129/high.png,Common
Crasher Wake,Trainer,,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/129/high.png,Ultra Rare
Durant,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/129/high.png,Uncommon
Energy Switch,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/129/high.png,Uncommon
Drakloak,Pokemon,Dragon,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/129/high.png,Common
Golisopod GX,Pokemon,Grass,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/129/high.png,Ultra Rare
Cobalion,Pokemon,Metal,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/129/high.png,Rare
Melmetal,Pokemon,Metal,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/129/high.png,Rare
Multi Switch,Trainer,,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/129/high.png,Uncommon
Murkrow,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/129/high.png,Common
Alolan Persian GX,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/129/high.png,Ultra Rare
Rare Candy,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/129/high.png,Uncommon
Tauros,Pokemon,Colorless,Team Up,https://assets.tcgdex.net/en/sm/sm9/129/high.png,Uncommon
Missing Clover,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/129/high.png,Uncommon
Rufflet,Pokemon,Colorless,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/129/high.png,Common
Starly,Pokemon,Colorless,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/129/high.png,Common
Team Flare Grunt,Trainer,,XY,https://assets.tcgdex.net/en/xy/xy1/129/high.png,Uncommon
Fresh Water Set,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/129/high.png,Uncommon
Bronzor,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/129/high.png,Common
Chatot,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/129/high.png,Common
Mawile,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/129/high.png,Common
Psychic Energy,Energy,,Base Set 2,https://assets.tcgdex.net/en/base/base4/129/high.png,Common
Duraludon,Pokemon,Metal,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/129/high.png,Holo Rare
Agatha,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/129/high.png,Uncommon
Level Ball,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/129/high.png,Uncommon
Scramble Switch,Trainer,,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/129/high.png,Rare
Drakloak,Pokemon,Psychic,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/129/high.png,Uncommon
Slakoth,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/129/high.png,Common
Dratini,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/129/high.png,Common
Grass Energy,Energy,,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/129/high.png,Common
Galarian Perrserker V,Pokemon,Metal,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/129/high.png,Holo Rare V
Grass Energy,Energy,,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/129/high.png,Common
Hitmonchan,Pokemon,Fighting,Platinum,https://assets.tcgdex.net/en/pl/pl1/129/high.png,Rare
Bubble Coat,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/129/high.png,Uncommon
Darkness Energy,Energy,,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/129/high.png,Common
Acerola's Premonition,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/129/high.png,Uncommon
Darkness Energy,Energy,,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/129/high.png,Uncommon
Meltan,Pokemon,Metal,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/129/high.png,Common
Energy Switch,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/129/high.png,Uncommon
Great Ball,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/129/high.png,Uncommon
Pokémon Fan Club,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/130/high.png,Uncommon
Miracle Sphere Beta,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/130/high.png,Uncommon
Spearow,Pokemon,Colorless,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/130/high.png,Common
Croagunk,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/130/high.png,Common
Gyarados,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/130/high.png,Rare
Skitty,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/130/high.png,Common
Umbreon,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/130/high.png,Uncommon
Baxcalibur,Pokemon,Water,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/130/high.png,Shiny rare
Paldean Clodsire ex,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/130/high.png,Double rare
Diantha,Trainer,,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/130/high.png,Ultra Rare
Honedge,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/130/high.png,Common
Fisherman,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/130/high.png,Uncommon
Dragapult ex,Pokemon,Dragon,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/130/high.png,Double rare
Tapu Bulu GX,Pokemon,Grass,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/130/high.png,Ultra Rare
Genesect GX,Pokemon,Metal,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/130/high.png,Ultra Rare
Gardevoir & Sylveon GX,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/130/high.png,Ultra Rare
Rescue Stretcher,Trainer,,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/130/high.png,Rare
Honchkrow,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/130/high.png,Rare
Alolan Grimer,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/130/high.png,Common
Repel,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/130/high.png,Uncommon
Aerodactyl,Pokemon,Colorless,Team Up,https://assets.tcgdex.net/en/sm/sm9/130/high.png,Rare
Mt. Coronet,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/130/high.png,Uncommon
Braviary,Pokemon,Colorless,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/130/high.png,Rare
Surskit,Pokemon,Grass,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/130/high.png,Common
Double Colorless Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/130/high.png,Uncommon
Gardevoir Spirit Link,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/130/high.png,Uncommon
Bronzong,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/130/high.png,Uncommon
Regigigas,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/130/high.png,Holo Rare
Ferroseed,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/130/high.png,Common
Water Energy,Energy,,Base Set 2,https://assets.tcgdex.net/en/base/base4/130/high.png,Common
Eevee,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/130/high.png,Common
Avery,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/130/high.png,Uncommon
Phoebe,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/130/high.png,Uncommon
Victory Piece,Trainer,,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/130/high.png,Rare
Dragapult,Pokemon,Psychic,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/130/high.png,Holo Rare
Vigoroth,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/130/high.png,Uncommon
Dragonair,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/130/high.png,Uncommon
Lightning Energy,Energy,,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/130/high.png,Common
Giratina V,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/130/high.png,Holo Rare V
Lightning Energy,Energy,,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/130/high.png,Common
Scyther,Pokemon,Grass,Platinum,https://assets.tcgdex.net/en/pl/pl1/130/high.png,Rare
Buck's Training,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/130/high.png,Uncommon
Metal Energy,Energy,,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/130/high.png,Common
Barry,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/130/high.png,Uncommon
Metal Energy,Energy,,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/130/high.png,Uncommon
Melmetal,Pokemon,Metal,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/130/high.png,Rare
Friends in Hisui,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/130/high.png,Uncommon
Hugh,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/130/high.png,Uncommon
Pokémon Park,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/131/high.png,Uncommon
Miracle Sphere Gamma,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/131/high.png,Uncommon
Squirtle,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/131/high.png,Common
Toxicroak ex,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/131/high.png,Double rare
Lapras,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/131/high.png,Uncommon
Delcatty,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/131/high.png,Uncommon
Houndour,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/131/high.png,Common
Pikachu,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/131/high.png,Shiny rare
Murkrow,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/131/high.png,Common
Ultra Recon Squad,Trainer,,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/131/high.png,Ultra Rare
Honedge,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/131/high.png,Common
Friend Ball,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/131/high.png,Uncommon
Tatsugiri,Pokemon,Dragon,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/131/high.png,Uncommon
Ho-Oh GX,Pokemon,Fire,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/131/high.png,Ultra Rare
Magearna,Pokemon,Metal,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/131/high.png,Uncommon
Cleffa,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/131/high.png,Uncommon
Turtonator GX,Pokemon,Fire,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/131/high.png,Ultra Rare
Sneasel,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/131/high.png,Common
Alolan Muk,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/131/high.png,Rare
Rotom Dex,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/131/high.png,Uncommon
Lugia,Pokemon,Colorless,Team Up,https://assets.tcgdex.net/en/sm/sm9/131/high.png,Rare
Order Pad,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/131/high.png,Uncommon
Noibat,Pokemon,Colorless,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/131/high.png,Common
Turtwig,Pokemon,Grass,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/131/high.png,Common
Rainbow Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/131/high.png,Uncommon
Groudon Spirit Link,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/131/high.png,Uncommon
Probopass,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/131/high.png,Rare
Rufflet,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/131/high.png,Common
Ferrothorn,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/131/high.png,Uncommon
Snorlax,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/131/high.png,Holo Rare
Brawly,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/131/high.png,Uncommon
Rapid Strike Scroll of Swirls,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/131/high.png,Uncommon
Victini-EX,Pokemon,Fire,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/131/high.png,Ultra Rare
Sandshrew,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/131/high.png,Common
Slaking,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/131/high.png,Holo Rare
Dragonite,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/131/high.png,Holo Rare
Psychic Energy,Energy,,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/131/high.png,Common
Giratina VSTAR,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/131/high.png,Holo Rare VSTAR
Psychic Energy,Energy,,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/131/high.png,Common
Cynthia's Feelings,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/131/high.png,Uncommon
Blunder Policy,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/131/high.png,Uncommon
Gardevoir,Pokemon,Psychic,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/131/high.png,Rare Holo LV.X
Cufant,Pokemon,Metal,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/131/high.png,Common
Friends in Sinnoh,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/131/high.png,Uncommon
Poké Ball,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/131/high.png,Common
Psychic Cube 01,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/132/high.png,Uncommon
Mirage Stadium,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/132/high.png,Uncommon
Squirtle,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/132/high.png,Common
Pawniard,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/132/high.png,Common
Ditto,Pokemon,Colorless,151,https://assets.tcgdex.net/en/sv/sv03.5/132/high.png,Rare
Chatot,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/132/high.png,Common
Houndour,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/132/high.png,Common
Raichu,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/132/high.png,Shiny rare
Honchkrow,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/132/high.png,Uncommon
Palkia GX,Pokemon,Water,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/132/high.png,Secret Rare
Doublade,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/132/high.png,Common
Hau,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/132/high.png,Uncommon
Farfetch'd,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/132/high.png,Common
Salazzle GX,Pokemon,Fire,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/132/high.png,Ultra Rare
Alolan Ninetales GX,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/132/high.png,Ultra Rare
Clefairy,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/132/high.png,Common
Alolan Ninetales GX,Pokemon,Water,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/132/high.png,Ultra Rare
Weavile GX,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/132/high.png,Ultra Rare
Carvanha,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/132/high.png,Common
Switch,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/132/high.png,Uncommon
Zangoose,Pokemon,Colorless,Team Up,https://assets.tcgdex.net/en/sm/sm9/132/high.png,Rare
Pal Pad,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/132/high.png,Uncommon
Noibat,Pokemon,Colorless,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/132/high.png,Common
Whismur,Pokemon,Colorless,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/132/high.png,Common
Grass Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/132/high.png,Common
Kyogre Spirit Link,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/132/high.png,Uncommon
Durant,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/132/high.png,Uncommon
Hisuian Braviary,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/132/high.png,Rare
Galarian Stunfisk,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/132/high.png,Uncommon
Lugia,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/132/high.png,Holo Rare
Caitlin,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/132/high.png,Uncommon
Rapid Strike Style Mustard,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/132/high.png,Uncommon
Articuno-EX,Pokemon,Water,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/132/high.png,Ultra Rare
Sandslash,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/132/high.png,Uncommon
Swablu,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/132/high.png,Common
Noibat,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/132/high.png,Common
Water Energy,Energy,,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/132/high.png,Common
Goomy,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/132/high.png,Common
Water Energy,Energy,,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/132/high.png,Common
Energy Pickup,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/132/high.png,Uncommon
Boss's Orders,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/132/high.png,Holo Rare
Honchkrow,Pokemon,Darkness,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/132/high.png,Rare Holo LV.X
Copperajah,Pokemon,Metal,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/132/high.png,Holo Rare
Great Ball,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/132/high.png,Uncommon
Potion,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/132/high.png,Common
Seer,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/133/high.png,Uncommon
Mystery Plate Alpha,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/133/high.png,Uncommon
Tauros,Pokemon,Colorless,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/133/high.png,Common
Bisharp,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/133/high.png,Common
Eevee,Pokemon,Colorless,151,https://assets.tcgdex.net/en/sv/sv03.5/133/high.png,Common
Pidove,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/133/high.png,Common
Houndoom,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/133/high.png,Uncommon
Voltorb,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/133/high.png,Shiny rare
Sneasel,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/133/high.png,Common
Greninja GX,Pokemon,Water,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/133/high.png,Secret Rare
Doublade,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/133/high.png,Common
Hiker,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/133/high.png,Uncommon
Chansey,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/133/high.png,Common
Tapu Fini GX,Pokemon,Water,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/133/high.png,Ultra Rare
Jigglypuff,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/133/high.png,Common
Clefable,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/133/high.png,Rare
Wishiwashi GX,Pokemon,Water,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/133/high.png,Ultra Rare
Sableye,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/133/high.png,Uncommon
Absol,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/133/high.png,Uncommon
Team Skull Grunt,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/133/high.png,Uncommon
Bill’s Analysis,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/133/high.png,Rare
Pokémon Fan Club,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/133/high.png,Uncommon
Assault Vest,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/133/high.png,Uncommon
Zubat,Pokemon,Psychic,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/133/high.png,Common
Fire Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/133/high.png,Common
Maxie's Hidden Ball Trick,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/133/high.png,Uncommon
Honedge,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/133/high.png,Common
Oranguru V,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/133/high.png,Holo Rare V
Pawniard,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/133/high.png,Common
Taillow,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/133/high.png,Common
Crushing Gloves,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/133/high.png,Uncommon
Single Strike Scroll of Scorn,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/133/high.png,Uncommon
Cobalion-EX,Pokemon,Metal,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/133/high.png,Ultra Rare
Mankey,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/133/high.png,Common
Lillipup,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/133/high.png,Common
Noivern,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/133/high.png,Rare
Hisuian Sliggoo,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/133/high.png,Uncommon
Poké Radar,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/133/high.png,Uncommon
Café Master,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/133/high.png,Uncommon
Kangaskhan,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/133/high.png,Holo Rare
Hop,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/133/high.png,Holo Rare
Rocky Helmet,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/133/high.png,Uncommon
Super Energy Removal 2,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/134/high.png,Uncommon
Mystery Plate Beta,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/134/high.png,Uncommon
Totodile,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/134/high.png,Common
Kingambit,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/134/high.png,Rare
